date,sentiment,metro_area,county_code
2020-09-27,-0.2067857142857142,Dallas,01047
2020-09-28,0.0,Dallas,01047
2020-09-29,0.27120768229166636,Dallas,01047
2020-09-30,0.3888888888888885,Dallas,01047
2020-10-01,-0.16621212121212134,Dallas,01047
2020-10-02,0.348153409090909,Dallas,01047
2020-10-03,0.05,Dallas,01047
2020-10-04,0.21,Dallas,01047
2020-10-05,0.4375,Dallas,01047
2020-10-06,0.0,Dallas,01047
2020-10-07,0.0,Dallas,01047
2020-10-08,0.0,Dallas,01047
2020-10-09,0.33125000000000004,Dallas,01047
2020-10-10,0.17500000000000002,Dallas,01047
2020-10-11,0.108248106060606,Dallas,01047
2020-10-12,0.0,Dallas,01047
2020-10-13,0.07784271284271267,Dallas,01047
2020-10-14,0.08188657407407368,Dallas,01047
2020-10-15,0.12487373737373701,Dallas,01047
2020-10-16,0.042171717171717006,Dallas,01047
2020-10-17,0.00476190476190475,Dallas,01047
2020-10-18,0.359259259259259,Dallas,01047
2020-10-19,0.007716049382716,Dallas,01047
2020-10-20,0.179933712121212,Dallas,01047
2020-10-21,0.13590067340067366,Dallas,01047
2020-10-22,0.1375,Dallas,01047
2020-10-23,0.4227272727272727,Dallas,01047
2020-10-24,-0.16333333333333333,Dallas,01047
2020-10-25,-0.09546296296296268,Dallas,01047
2020-10-26,0.4201388888888887,Dallas,01047
2020-10-27,0.0,Dallas,01047
2020-10-28,0.30555555555555536,Dallas,01047
2020-10-29,0.33125,Dallas,01047
2020-10-30,-0.07500000000000001,Dallas,01047
2020-10-31,0.04270833333333326,Dallas,01047
2020-11-01,0.22672558922558914,Dallas,01047
2020-11-02,-0.14812499999999998,Dallas,01047
2020-11-03,0.0,Dallas,01047
2020-11-04,0.058333333333333647,Dallas,01047
2020-11-05,0.028219696969697006,Dallas,01047
2020-11-06,0.178125,Dallas,01047
2020-11-07,-0.0984126984126985,Dallas,01047
2020-11-08,0.33281249999999984,Dallas,01047
2020-11-09,0.104811507936508,Dallas,01047
2020-11-10,0.3125,Dallas,01047
2020-11-11,0.1368844696969695,Dallas,01047
2020-11-12,0.097222222222222,Dallas,01047
2020-11-13,0.01996527777777775,Dallas,01047
2020-11-14,0.0,Dallas,01047
2020-11-15,0.8500000000000001,Dallas,01047
2020-11-16,-0.008333333333333498,Dallas,01047
2020-11-17,0.0,Dallas,01047
2020-11-18,0.0,Dallas,01047
2020-11-19,0.5335503472222222,Dallas,01047
2020-11-20,-0.024999999999999502,Dallas,01047
2020-11-21,0.4255797558922558,Dallas,01047
2020-11-22,0.206060606060606,Dallas,01047
2020-11-23,0.14843749999999997,Dallas,01047
2020-11-24,0.343359375,Dallas,01047
2020-11-25,0.0,Dallas,01047
2020-11-26,0.4621148989898989,Dallas,01047
2020-11-27,0.1591666666666665,Dallas,01047
2020-11-28,0.3875,Dallas,01047
2020-11-29,0.2,Dallas,01047
2020-11-30,0.046513888888889,Dallas,01047
2020-12-01,-0.09166666666666601,Dallas,01047
2020-03-19,0.011111111111111,Chicago,13075
2020-03-20,0.16977376713094483,Chicago,13075
2020-03-21,-0.008126780626780686,Chicago,13075
2020-03-22,0.04753306878306867,Chicago,13075
2020-03-23,0.0644612630208334,Chicago,13075
2020-03-24,0.031167135333802005,Chicago,13075
2020-03-25,0.13876657196969688,Chicago,13075
2020-03-26,0.14916666666666673,Chicago,13075
2020-03-27,0.09465835813492063,Chicago,13075
2020-03-28,0.19831649831649814,Chicago,13075
2020-03-29,0.21428571428571402,Chicago,13075
2020-03-30,0.11666666666666668,Chicago,13075
2020-03-31,0.200138888888889,Chicago,13075
2020-04-01,0.0,Chicago,13075
2020-04-02,0.29881572420634916,Chicago,13075
2020-04-03,0.3038690476190476,Chicago,13075
2020-04-04,0.2442602040816326,Chicago,13075
2020-04-05,0.060677083333333305,Chicago,13075
2020-04-06,0.28379422949735433,Chicago,13075
2020-04-07,0.12750000000000003,Chicago,13075
2020-04-08,0.08978787878787861,Chicago,13075
2020-04-09,0.08333333333333301,Chicago,13075
2020-04-10,0.017045454545454503,Chicago,13075
2020-04-11,-0.08359375,Chicago,13075
2020-04-12,0.013888888888888668,Chicago,13075
2020-04-13,0.2791666666666665,Chicago,13075
2020-04-14,0.242655032467532,Chicago,13075
2020-04-15,0.044444444444444335,Chicago,13075
2020-04-16,0.029500000000000005,Chicago,13075
2020-04-17,0.12166666666666633,Chicago,13075
2020-04-18,0.2405370670995671,Chicago,13075
2020-04-19,0.040918412642045446,Chicago,13075
